ID_FALLA;FALLA_ID;FALLA;DESCRIPCION_FALLA;LOCALIZACION_FALLA;TIPIFICACION_FALLA;FALLA_REAL;IMPUTABILIDAD;INTERFAZ;MAL_ESCALADO_TERRENO;GRUPO_FALLA;FECHA_INICIO;FECHA_FIN;VERTICAL;NIVEL_2_VERTICAL;NIVEL_3_VERTICAL
6761;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-09 04:06:12.493;NULL;NULL;NULL;NULL
6762;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-09 04:06:12.493;NULL;NULL;NULL;NULL
6763;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-09 04:06:12.493;NULL;NULL;NULL;NULL
6764;7022;7022;POR DEFINIR;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;B;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6765;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-09 04:43:48.450;NULL;NULL;NULL;NULL
6766;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-09 04:43:48.450;NULL;NULL;NULL;NULL
6767;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-10 04:05:18.973;NULL;NULL;NULL;NULL
6768;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-10 04:05:18.973;NULL;NULL;NULL;NULL
6769;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-10 04:05:18.973;NULL;NULL;NULL;NULL
6770;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-10 04:43:06.357;NULL;NULL;NULL;NULL
6771;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-10 04:43:06.357;NULL;NULL;NULL;NULL
6772;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-11 04:06:13.040;NULL;NULL;NULL;NULL
6773;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-11 04:06:13.040;NULL;NULL;NULL;NULL
6774;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-11 04:06:13.040;NULL;NULL;NULL;NULL
6775;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-11 04:42:45.503;NULL;NULL;NULL;NULL
6776;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-11 04:42:45.503;NULL;NULL;NULL;NULL
6777;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-12 04:05:51.353;NULL;NULL;NULL;NULL
6778;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-12 04:05:51.353;NULL;NULL;NULL;NULL
6779;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-12 04:05:51.353;NULL;NULL;NULL;NULL
6780;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-12 04:47:06.990;NULL;NULL;NULL;NULL
6781;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-12 04:47:06.990;NULL;NULL;NULL;NULL
6782;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-13 04:06:35.863;NULL;NULL;NULL;NULL
6783;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-13 04:06:35.863;NULL;NULL;NULL;NULL
6784;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-13 04:06:35.863;NULL;NULL;NULL;NULL
6785;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-13 06:04:54.700;NULL;NULL;NULL;NULL
6786;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-13 06:04:54.700;NULL;NULL;NULL;NULL
6787;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-14 04:05:55.860;NULL;NULL;NULL;NULL
6788;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-14 04:05:55.860;NULL;NULL;NULL;NULL
6789;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-14 04:05:55.860;NULL;NULL;NULL;NULL
6790;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-14 06:00:09.610;NULL;NULL;NULL;NULL
6791;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-14 06:00:09.610;NULL;NULL;NULL;NULL
6792;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-14 10:48:58.957;NULL;NULL;NULL;NULL
6793;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-14 10:48:58.957;NULL;NULL;NULL;NULL
6794;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-14 19:57:58.207;NULL;NULL;NULL;NULL
6795;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-14 19:57:58.207;NULL;NULL;NULL;NULL
6796;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-15 04:09:10.933;NULL;NULL;NULL;NULL
6797;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-15 04:09:10.933;NULL;NULL;NULL;NULL
6798;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-15 04:09:10.933;NULL;NULL;NULL;NULL
6799;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-15 06:07:04.790;NULL;NULL;NULL;NULL
6800;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-15 06:07:04.790;NULL;NULL;NULL;NULL
6801;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-15 14:35:47.077;NULL;NULL;NULL;NULL
6802;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-15 14:35:47.077;NULL;NULL;NULL;NULL
6803;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-16 04:07:15.903;NULL;NULL;NULL;NULL
6804;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-16 04:07:15.903;NULL;NULL;NULL;NULL
6805;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-16 04:07:15.903;NULL;NULL;NULL;NULL
6806;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-16 04:58:31.687;NULL;NULL;NULL;NULL
6807;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-16 04:58:31.687;NULL;NULL;NULL;NULL
6808;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-17 04:07:20.370;NULL;NULL;NULL;NULL
6809;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-17 04:07:20.370;NULL;NULL;NULL;NULL
6810;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-17 04:07:20.370;NULL;NULL;NULL;NULL
6811;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-17 05:04:26.910;NULL;NULL;NULL;NULL
6812;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-17 05:04:26.910;NULL;NULL;NULL;NULL
6813;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-18 04:05:51.837;NULL;NULL;NULL;NULL
6814;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-18 04:05:51.837;NULL;NULL;NULL;NULL
6815;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-18 04:05:51.837;NULL;NULL;NULL;NULL
6816;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-18 04:59:47.020;NULL;NULL;NULL;NULL
6817;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-18 04:59:47.020;NULL;NULL;NULL;NULL
6818;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-19 04:06:08.393;NULL;NULL;NULL;NULL
6819;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-19 04:06:08.393;NULL;NULL;NULL;NULL
6820;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-19 04:06:08.393;NULL;NULL;NULL;NULL
6821;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-19 04:46:17.510;NULL;NULL;NULL;NULL
6822;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-19 04:46:17.510;NULL;NULL;NULL;NULL
6823;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-20 04:07:07.303;NULL;NULL;NULL;NULL
6824;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-20 04:07:07.303;NULL;NULL;NULL;NULL
6825;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-20 04:07:07.303;NULL;NULL;NULL;NULL
6826;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-20 04:46:17.853;NULL;NULL;NULL;NULL
6827;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-20 04:46:17.853;NULL;NULL;NULL;NULL
6828;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-21 04:06:07.520;NULL;NULL;NULL;NULL
6829;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-21 04:06:07.520;NULL;NULL;NULL;NULL
6830;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-21 04:06:07.520;NULL;NULL;NULL;NULL
6831;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-21 05:53:18.613;NULL;NULL;NULL;NULL
6832;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-21 05:53:18.613;NULL;NULL;NULL;NULL
6833;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-22 04:08:13.867;NULL;NULL;NULL;NULL
6834;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-22 04:08:13.867;NULL;NULL;NULL;NULL
6835;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-22 04:08:13.867;NULL;NULL;NULL;NULL
6836;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-22 04:53:29.520;NULL;NULL;NULL;NULL
6837;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-22 04:53:29.520;NULL;NULL;NULL;NULL
6838;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-23 04:07:54.337;NULL;NULL;NULL;NULL
6839;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-23 04:07:54.337;NULL;NULL;NULL;NULL
6840;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-23 04:07:54.337;NULL;NULL;NULL;NULL
6841;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-23 04:48:51.640;NULL;NULL;NULL;NULL
6842;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-23 04:48:51.640;NULL;NULL;NULL;NULL
6843;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-24 04:07:01.440;NULL;NULL;NULL;NULL
6844;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-24 04:07:01.440;NULL;NULL;NULL;NULL
6845;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-24 04:07:01.440;NULL;NULL;NULL;NULL
6846;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-24 04:47:12.923;NULL;NULL;NULL;NULL
6847;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-24 04:47:12.923;NULL;NULL;NULL;NULL
6848;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-25 04:08:06.360;NULL;NULL;NULL;NULL
6849;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-25 04:08:06.360;NULL;NULL;NULL;NULL
6850;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-25 04:08:06.360;NULL;NULL;NULL;NULL
6851;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-25 04:46:10.627;NULL;NULL;NULL;NULL
6852;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-25 04:46:10.627;NULL;NULL;NULL;NULL
6853;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-26 04:06:19.437;NULL;NULL;NULL;NULL
6854;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-26 04:06:19.437;NULL;NULL;NULL;NULL
6855;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-26 04:06:19.437;NULL;NULL;NULL;NULL
6856;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-26 04:46:19.493;NULL;NULL;NULL;NULL
6857;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-26 04:46:19.493;NULL;NULL;NULL;NULL
6858;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-27 04:07:58.413;NULL;NULL;NULL;NULL
6859;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-27 04:07:58.413;NULL;NULL;NULL;NULL
6860;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-27 04:07:58.413;NULL;NULL;NULL;NULL
6861;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-27 04:49:01.920;NULL;NULL;NULL;NULL
6862;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-27 04:49:01.920;NULL;NULL;NULL;NULL
6863;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-28 04:06:29.003;NULL;NULL;NULL;NULL
6864;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-28 04:06:29.003;NULL;NULL;NULL;NULL
6865;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-28 04:06:29.003;NULL;NULL;NULL;NULL
6866;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-28 04:48:27.263;NULL;NULL;NULL;NULL
6867;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-28 04:48:27.263;NULL;NULL;NULL;NULL
6868;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-29 04:06:45.130;NULL;NULL;NULL;NULL
6869;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-29 04:06:45.130;NULL;NULL;NULL;NULL
6870;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-29 04:06:45.130;NULL;NULL;NULL;NULL
6871;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-29 04:48:44.300;NULL;NULL;NULL;NULL
6872;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-29 04:48:44.300;NULL;NULL;NULL;NULL
6873;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-29 11:34:52.770;NULL;NULL;NULL;NULL
6874;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-29 11:34:52.770;NULL;NULL;NULL;NULL
6875;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-30 04:06:06.923;NULL;NULL;NULL;NULL
6876;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-30 04:06:06.923;NULL;NULL;NULL;NULL
6877;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-30 04:06:06.923;NULL;NULL;NULL;NULL
6878;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-30 04:56:04.817;NULL;NULL;NULL;NULL
6879;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-30 04:56:04.817;NULL;NULL;NULL;NULL
6880;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-01 04:08:01.997;NULL;NULL;NULL;NULL
6881;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-01 04:08:01.997;NULL;NULL;NULL;NULL
6882;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-01 04:08:01.997;NULL;NULL;NULL;NULL
6883;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-01 04:49:17.393;NULL;NULL;NULL;NULL
6884;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-01 04:49:17.393;NULL;NULL;NULL;NULL
6885;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-02 04:07:41.057;NULL;NULL;NULL;NULL
6886;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-02 04:07:41.057;NULL;NULL;NULL;NULL
6887;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-02 04:07:41.057;NULL;NULL;NULL;NULL
6888;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-02 04:51:23.433;NULL;NULL;NULL;NULL
6889;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-02 04:51:23.433;NULL;NULL;NULL;NULL
6890;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-03 04:09:01.723;NULL;NULL;NULL;NULL
6891;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-03 04:09:01.723;NULL;NULL;NULL;NULL
6892;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-03 04:09:01.723;NULL;NULL;NULL;NULL
6893;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-03 04:49:32.080;NULL;NULL;NULL;NULL
6894;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-03 04:49:32.080;NULL;NULL;NULL;NULL
6895;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-04 04:08:30.233;NULL;NULL;NULL;NULL
6896;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-04 04:08:30.233;NULL;NULL;NULL;NULL
6897;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-04 04:08:30.233;NULL;NULL;NULL;NULL
6898;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-04 04:48:54.417;NULL;NULL;NULL;NULL
6899;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-04 04:48:54.417;NULL;NULL;NULL;NULL
6900;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-05 04:06:49.340;NULL;NULL;NULL;NULL
6901;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-05 04:06:49.340;NULL;NULL;NULL;NULL
6902;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-05 04:06:49.340;NULL;NULL;NULL;NULL
6903;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-05 04:55:20.673;NULL;NULL;NULL;NULL
6904;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-05 04:55:20.673;NULL;NULL;NULL;NULL
6905;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-05 10:22:18.617;NULL;NULL;NULL;NULL
6906;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-05 10:22:18.617;NULL;NULL;NULL;NULL
6907;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-06 04:06:28.170;NULL;NULL;NULL;NULL
6908;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-06 04:06:28.170;NULL;NULL;NULL;NULL
6909;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-06 04:06:28.170;NULL;NULL;NULL;NULL
6910;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-06 04:56:23.530;NULL;NULL;NULL;NULL
6911;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-06 04:56:23.530;NULL;NULL;NULL;NULL
6912;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-07 04:05:37.420;NULL;NULL;NULL;NULL
6913;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-07 04:05:37.420;NULL;NULL;NULL;NULL
6914;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-07 04:05:37.420;NULL;NULL;NULL;NULL
6915;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-07 04:44:35.573;NULL;NULL;NULL;NULL
6916;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-07 04:44:35.573;NULL;NULL;NULL;NULL
6917;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-08 04:06:37.313;NULL;NULL;NULL;NULL
6918;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-08 04:06:37.313;NULL;NULL;NULL;NULL
6919;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-08 04:06:37.313;NULL;NULL;NULL;NULL
6920;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-09 04:06:47.600;NULL;NULL;NULL;NULL
6921;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-09 04:06:47.600;NULL;NULL;NULL;NULL
6922;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-09 04:06:47.600;NULL;NULL;NULL;NULL
6923;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-09 04:46:59.183;NULL;NULL;NULL;NULL
6924;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-10-09 04:46:59.183;NULL;NULL;NULL;NULL
