ID_FALLA;FALLA_ID;FALLA;DESCRIPCION_FALLA;LOCALIZACION_FALLA;TIPIFICACION_FALLA;FALLA_REAL;IMPUTABILIDAD;INTERFAZ;MAL_ESCALADO_TERRENO;GRUPO_FALLA;FECHA_INICIO;FECHA_FIN;VERTICAL;NIVEL_2_VERTICAL;NIVEL_3_VERTICAL
6217;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-03 04:06:46.407;NULL;NULL;NULL;NULL
6218;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-03 04:06:46.407;NULL;NULL;NULL;NULL
6219;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-03 05:13:55.413;NULL;NULL;NULL;NULL
6220;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-03 05:13:55.413;NULL;NULL;NULL;NULL
6221;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-04 04:06:08.457;NULL;NULL;NULL;NULL
6222;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-04 04:06:08.457;NULL;NULL;NULL;NULL
6223;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-04 04:06:08.457;NULL;NULL;NULL;NULL
6224;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-04 05:11:13.847;NULL;NULL;NULL;NULL
6225;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-04 05:11:13.847;NULL;NULL;NULL;NULL
6226;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-05 04:06:45.130;NULL;NULL;NULL;NULL
6227;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-05 04:06:45.130;NULL;NULL;NULL;NULL
6228;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-05 04:06:45.130;NULL;NULL;NULL;NULL
6229;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-05 05:16:03.437;NULL;NULL;NULL;NULL
6230;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-05 05:16:03.437;NULL;NULL;NULL;NULL
6231;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-06 04:05:30.457;NULL;NULL;NULL;NULL
6232;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-06 04:05:30.457;NULL;NULL;NULL;NULL
6233;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-06 04:05:30.457;NULL;NULL;NULL;NULL
6234;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-06 04:59:16.723;NULL;NULL;NULL;NULL
6235;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-07-06 04:59:16.723;NULL;NULL;NULL;NULL
6236;826;826;Cambio de par primario;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Primario
6237;900;900;CAMBIO NT;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Hardware De Usuario
6238;907;907;NO DEJAN REVISAR;NULL;NULL;Sin Falla;CLIENTE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cerrado sin intervención;Cliente sin contactar;Incumplimiento Cita
6239;377;377;CAMBIO NT;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Hardware De Usuario
6240;830;830;Rep hilos empalme primario;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Primario
6241;336;336;Malas conexiones red LAN;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Cables Accesorios;Red Ethernet
6242;803;803;No se repara  (Sin Visita);NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cerrado sin intervención;Bueno sin visita;Intermitencia
6243;815;815;Reparado en Centrales;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Centrales
6244;315;315;Rep puentes armario(robo/vand);NULL;NULL;Hurto/Daño infraestructura;Caso Fortu;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Hurto/Situacion Especial;Hurto;Red Externa
6245;851;851;CABLE SECUNDARIO;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Secundario
6246;814;814;Desbloqueado en centrales;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TI;Servicio Desaprovisionado
6247;Vacio;Vacio;CONECTA NO NAVEGA;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Inconveniente Equipo;Inconveniente con equipo
6248;376;376;Activacion categorias central;NULL;NULL;Sin Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Hardware De Usuario
6249;304;304;Repos tapa corradi (robo/vand);NULL;NULL;Hurto/Daño infraestructura;Caso Fortu;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Hurto/Situacion Especial;Hurto;Red Externa
6250;750;750;Ajuste Mecánico;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Puerto Central
6251;339;339;Plataforma Terceros Restablec;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Plataforma Terceros
6252;1928;1928;CAMBIO TARJETA CX;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Reset Tarjeta
6253;371;371;Cambio servidor;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Hardware De Usuario
6254;404;404;Cambio de LNB;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Central;Puerto Central
6255;385;385;Configuracion registros en DNS;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Asesoria;Software De Usuario
6256;961;961;SOFTWARE PC   (INTERNET)- CON VISITA;NULL;NULL;Sin Falla;CLIENTE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Software De Usuario
6257;848;848;Rep hilos empalme secundario;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Secundario
6258;379;379;Cambio equipo HDSL;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Inconveniente Equipo;Inconveniente con modem
6259;319;319;Cambio del empalme existente;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Primario
6260;845;845;Cambio tramo cable aéreo;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Secundario
6261;1163;1163;POR DEFINIR;NULL;NULL;Sin Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Indeterminado;Indeterminado;Indeterminado
6262;801;801;Cerrado en reprueba;NULL;NULL;Sin Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cerrado sin intervención;Bueno sin visita;Intermitencia
6263;839;839;REPARÓ PUENTE   EN ARMARIO;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa;Puente Armario
6264;1912;1912;DESCONEXION CABLE VIDEO STB-TV;NULL;NULL;Sin Falla;CLIENTE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Asesoria;Manejo Del Usuario
6265;932;932;Bloqueo/desbloqueo;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma TigoUne;Plataforma TI;Servicio Desaprovisionado
6266;347;347;Reparacion puente MDF;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa;Puente Mdf
6267;326;326;Repos Elem infra HFC-robo/vand;NULL;NULL;Hurto/Daño infraestructura;Caso Fortu;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Hurto/Situacion Especial;Hurto;Red Externa
6268;869;869;NEOPREN REFORZADO;NULL;NULL;Hurto/Daño infraestructura;Caso Fortu;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Hurto/Situacion Especial;Hurto;Red Abonado
6269;855;855;Reparó par en caja;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Caja De Dispersión
6270;346;346;Reinicio tarjeta dslam o nodo;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Plataforma Acceso Dslam
6271;311;311;Repos tapa 60x80 (robo/vand);NULL;NULL;Hurto/Daño infraestructura;Caso Fortu;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Hurto/Situacion Especial;Hurto;Red Externa
6272;861;861;CAMBIO TRAMO FIBRA OPTICA;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Fibra;Red Externa
6273;391;391;Habilitacion permisos FTP;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Asesoria;Software De Usuario
6274;820;820;Reparacion en  MDF;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa;Puente Mdf
6275;1737;1737;SE LIMPIO EL BORNE;NULL;NULL;Con Falla;UNE;E;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Secundario
6276;854;854;CAMBIO DE CAJA;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa;Caja De Dispersión
6277;899;899;RESET ROUTER/SWICH/CPE (EPM BOGOTA);NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Reset;Reset al Modem
6278;405;405;Reubicación de antena;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Inconveniente Antena;Antena Radio
6279;389;389;Activacion usuario FTP;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Asesoria;Software De Usuario
6280;833;833;CABLE PRIMARIO;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Primario
6281;887;887;ELLOS REPARAN LÍNEA;NULL;NULL;Sin Falla;CLIENTE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Hardware De Usuario
6282;892;892;Bocina descolgada;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Asesoria;Manejo Del Usuario
6283;406;406;Redireccionamiento de antena;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Inconveniente Antena;Antena Radio
6284;882;882;LÍNEA CANALIZADA EN MAL ESTADO;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Abonado;Cables
6285;854;854;Reparo regleta 10 ps (arm/cja);NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Caja De Dispersión
6286;323;323;Cambio tarjeta DSLAM;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Plataforma Acceso Dslam
6287;396;396;Configuracion de categorias;NULL;NULL;Sin Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Central;Puerto Central
6288;833;833;Reparacion en Cable Primario;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Primario
6289;400;400;Daño equipo cliente-TV,PC,TO..;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Equipo Cliente
6290;316;316;Cambio pigtail y o patchcord;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Interna;Cables
6291;397;397;Config de servicio especial;NULL;NULL;Sin Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma TigoUne;Plataforma TI;Proceso De Reconexion 
6292;324;324;Cliente cancela reporte;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cerrado sin intervención;Cerrado por el cliente;Cliente Cancela Cita
6293;839;839;Reparó puente en armario;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa;Puente Armario
6294;373;373;Actualizacion infraestructura;NULL;NULL;Sin Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Datos Desactualizados;Indeterminado
6295;369;369;Cambio Hardware Servidor;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Hardware De Usuario
6296;360;360;Cambio virtual;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Servicios con Bloqueos
6297;600;600;POR DEFINIR;NULL;NULL;Sin Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Indeterminado;Indeterminado;Indeterminado
6298;885;885;REPARACION ACOM INTER CAMBIO TOMA TELEF;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Interna;Conectores
6299;303;303;Asesoria portal;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Asesoria;Asesoria Cliente
6300;838;838;Sin falla;NULL;NULL;Sin Falla;CLIENTE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cerrado sin intervención;Bueno con visita;Sin Falla
6301;348;348;Restablecer contraseña;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Asesoria;Cambio Contraseña
6302;712;712;Cambio Piezas Mecánicas;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Inconveniente Equipo;Telefono publico Averiado
6303;370;370;Reparacion Ultima Milla;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Interna;Baja Calidad Red Interna
6304;836;836;Cambio de bloque/minibloque;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa;Armario
6305;366;366;Reconfiguracion linux;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Software De Usuario
6306;7034;7034;MTO-PREV DAÑO GENERAL EXTERNO;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Falla de Servicio;Causa Comun
6307;364;364;Solucionado en plataforma;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Falla de Servicio;Causa Comun
6308;317;317;Cambio de puerto en el dslam;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;DSLAM;Puerto Dslam
6309;941;941;RESET AL PUERTO  (DSL);NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Plataforma Acceso Dslam
6310;Vacio;Vacio;CONFIG EN PLATAFORMA;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Servicios con Bloqueos
6311;386;386;Actualiza aplicación cliente;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Asesoria;Software De Usuario
6312;1929;1929;SE LIMPIO EL BORNE;NULL;NULL;Con Falla;UNE;E;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Secundario
6313;916;916;Servicio especial activa/desa;NULL;NULL;Sin Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma TigoUne;Plataforma TI;Servicio Desaprovisionado
6314;855;855;REPARADO EN CAJA;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Caja De Dispersión
6315;828;828;Identificacion red primaria;NULL;NULL;Sin Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa Cobre;Cable Primario
6316;821;821;CAMBIO FICHO;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa Cobre;Cable Primario
6317;407;407;Reposición de antena/hurto;NULL;NULL;Hurto/Daño infraestructura;Caso Fortu;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Inconveniente Antena;Robo Antena Radio
6318;398;398;Reparación red interna modific;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Interna;Baja Calidad Red Interna
6319;838;838;Cambio regleta 10 ps (arm/cja);NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Secundario
6320;834;834;INVERTIDO CON OTRO #  EN EL ARMARIO;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa;Puente Armario
6321;387;387;Desbloqueo Sitio en plataforma;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Servicios con Bloqueos
6322;942;942;RESET AL MÓDEM LOCAL (DSL);NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Plataforma Acceso Dslam
6323;856;856;IDENTIFICACIÓN DE PAR  (CAJA);NULL;NULL;Sin Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa;Cable Primario
6324;844;844;Cambio tramo cable canalizado;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Secundario
6325;306;306;Camb cable canaliz (robo/vand);NULL;NULL;Hurto/Daño infraestructura;Caso Fortu;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Hurto/Situacion Especial;Hurto;Red Abonado
6326;960;960;MODEM QUEMADO  (INTERNET);NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Inconveniente Equipo;Inconveniente con Equipo
6327;810;810;REVISION DE RED OK;NULL;NULL;Sin Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Red Interna
6328;806;806;REPARADO POR EL CLIENTE MAS NO INFORMÓ.;NULL;NULL;Sin Falla;CLIENTE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;cliente;Equipos Cliente;Hardware De Usuario
6329;818;818;SOLUCIONADO X DESCARTE;NULL;NULL;Sin Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Interna;Cables
6330;SP06;SP06;Configuración equipo terminal;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Configuracion Equipos;Configuracion modem
6331;851;851;Reparación en Cable Secundario;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Secundario
6332;361;361;Reset al STB;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Reset;Reset al STB
6333;804;804;PRUEBAS OK - RETER;NULL;NULL;Sin Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cerrado sin intervención;Bueno con visita;Red Interna
6334;345;345;Reinicio equipos del cliente;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Reinicio
6335;7031;7031;MTO-PREV CAMBIO BLOQUE PRIMARIO (ARM);NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa;Armario
6336;843;843;Cambio de par secundario;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Secundario
6337;1927;1927;CAMBIO TARJETA CX;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Reset Tarjeta
6338;399;399;Visita de asesoría al cliente;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Asesoria;Asesoria Cliente
6339;367;367;Reconfiguracion acceso;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Plataforma Huawei;Plataforma TT;Servicios con Bloqueos
6340;871;871;Reparacion acometida externa;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Abonado;Baja Calidad Red Abonado
6341;883;883;CABLE DE ELLOS EN MAL ESTADO;NULL;NULL;Sin Falla;CLIENTE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Interna;Cables
6342;807;807;No se repara (Con Visita);NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cerrado sin intervención;Bueno con visita;Intermitencia
6343;337;337;Restriccion alcance WIFI;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Inconveniente Equipo;Alcance WiFi
6344;394;394;Actualizacion Firmware;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Equipo Desactualizado;Modem Desactualizado 
6345;203;203;Problemas telefono cliente;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Hardware De Usuario
6346;305;305;Camb cable aereo (robo/vand);NULL;NULL;Hurto/Daño infraestructura;Caso Fortu;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Hurto/Situacion Especial;Hurto;Red Abonado
6347;948;948;REPARADO EN CABLE DSL;NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Externa;Cables
6348;310;310;Cambio a par dedicado;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa Cobre;Cable Primario
6349;330;330;Desenlistamiento IP en RBL;NULL;NULL;Sin Falla;CLIENTE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Software De Usuario
6350;333;333;Figurada patch/estress/atenua;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Infraestructura;Red Externa HFC;Cable Atenuada
6351;"	";FENIX_BOG;NULL;NULL;CLIENTE;Equipo;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Inconveniente Equipo;Alcance WiFi;;
6352;872;872;CAMBIO DE BLOQUE DE UN PAR   (ACOMETIDA);NULL;NULL;Con Falla;UNE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Premisas;Red Abonado;Conectores
6353;755;755;Asegurar Cabina;NULL;NULL;Sin Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Equipo;Inconveniente Equipo;Telefono publico Averiado
6354;365;365;Reconfiguracion freepbx;NULL;NULL;Con Falla;UNE;S;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cliente;Equipos Cliente;Hardware De Usuario
6355;805;805;CLIENTE NO CONTACTADO TELEFONICAMENTE;NULL;NULL;Sin Falla;CLIENTE;F;NULL;NULL;2017-07-06 10:52:02.287;NULL;Cerrado sin intervención;Cliente sin contactar;No se ubica al cliente
6750;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-06 05:13:02.890;NULL;NULL;NULL;NULL
6751;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-07 04:05:56.977;NULL;NULL;NULL;NULL
6752;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-07 04:05:56.977;NULL;NULL;NULL;NULL
6753;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-07 04:05:56.977;NULL;NULL;NULL;NULL
6754;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-07 04:50:52.087;NULL;NULL;NULL;NULL
6755;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-07 04:50:52.087;NULL;NULL;NULL;NULL
6756;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-08 04:05:48.930;NULL;NULL;NULL;NULL
6757;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-08 04:05:48.930;NULL;NULL;NULL;NULL
6758;-99;-99;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-08 04:05:48.930;NULL;NULL;NULL;NULL
6759;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-08 04:44:45.017;NULL;NULL;NULL;NULL
6760;0;0;NULL;POR DEFINIR;POR DEFINIR;POR DEFINIR;UNE;S;NULL;NULL;2017-09-08 04:44:45.017;NULL;NULL;NULL;NULL
